                                                                                                                                                                                

--------- beginning of system
01-23 17:37:29.334  3875  3875 I chatty  : uid=10025(com.android.documentsui) expire 2 lines
01-23 17:37:29.334  3875  3875 W ViewRootImpl[FilesActivity]: Cancelling event due to no window focus: MotionEvent { action=ACTION_CANCEL, actionButton=0, id[0]=0, x[0]=399.94812, y[0]=250.49979, toolType[0]=TOOL_TYPE_MOUSE, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=560707, downTime=559523, deviceId=2, source=0x2002 }
01-23 17:37:39.964  1734  1756 V SocketListener: mListen=0, max=11, mSocketName=(null)
01-23 17:37:39.969  1734  1756 V SocketListener: mListen=0, max=11, mSocketName=(null)
01-23 17:37:39.970  1806  1883 V NetworkPolicy: 10006 state changed to 2 with seq=0
01-23 17:37:39.971  1806  1883 V NetworkPolicy: updateRuleForRestrictBackgroundUL(10006): isForeground=true, isBlacklisted=false, isWhitelisted=true, isRestrictedByAdmin=false, oldRule=0 (NONE), newRule=1 (ALLOW_METERED), newUidRules=1 (ALLOW_METERED), oldUidRules=0 (NONE)
01-23 17:37:39.971  1806  1883 V NetworkPolicy: setMeteredNetworkWhitelist 10006: true
01-23 17:37:39.971  1806  1883 D NetworkManagement: oldRule = 0, newRule=0 for uid=10006 on chain 2
01-23 17:37:39.971  1806  1883 D NetworkManagement: !!!!! Skipping change
01-23 17:37:39.972  1806  1883 V NetworkPolicy: Firewall rule changed: 10006-standby-default
01-23 17:37:39.972  1806  1883 V NetworkPolicy: updateRulesForPowerRestrictionsUL(10006), isIdle: false, mRestrictPower: false, mDeviceIdleMode: false, isForeground=true, isWhitelisted=true, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=1 (ALLOW_METERED), oldUidRules=1 (ALLOW_METERED)
01-23 17:37:39.973  1651  1679 V SocketListener: mListen=1, max=39, mSocketName=fwmarkd
01-23 17:37:39.973  1651  1679 E TrafficController: Failed to set the counterSet: Function not implemented, fd: -1
01-23 17:37:39.973  1651  1679 V SocketListener: going to zap 39 for fwmarkd
01-23 17:37:39.973  1651  1679 V SocketListener: mListen=1, max=31, mSocketName=fwmarkd
01-23 17:37:39.973  1806  1883 V NetworkPolicy: 10005 state changed to 18 with seq=0
01-23 17:37:40.047  3660  3940 D CactusPlayer: title is alin-给我一个理由忘记 mime is audio/mpeg
01-23 17:37:40.049  3660  3940 D CactusPlayer: title is 输了你赢了世界又如何 mime is audio/mpeg
01-23 17:37:40.050  3660  3940 D CactusPlayer: title is Accidently Kelly Street mime is audio/mpeg
01-23 17:37:40.050  3660  3940 D CactusPlayer: title is Addicted mime is audio/mpeg
01-23 17:37:40.050  3660  3940 D CactusPlayer: title is All about loving you mime is audio/mpeg
01-23 17:37:40.050  3660  3940 D CactusPlayer: title is All I Want mime is audio/mpeg
01-23 17:37:40.051  3660  3940 D CactusPlayer: title is All out of love mime is audio/mpeg
01-23 17:37:40.052  3660  3940 D CactusPlayer: title is All the Way Up mime is audio/mpeg
01-23 17:37:40.052  3660  3940 D CactusPlayer: title is Alone-amr mime is audio/amr
01-23 17:37:40.052  3660  3940 D CactusPlayer: title is You Are Not Alone mime is audio/x-monkeys-audio
01-23 17:37:40.052  3660  3940 D CactusPlayer: title is Alone-m4a mime is audio/mp4
01-23 17:37:40.052  3660  3940 D CactusPlayer: title is You Are Not Alone mime is audio/mpeg
01-23 17:37:40.053  3660  3940 D CactusPlayer: title is Africa / Sexy Lady mime is audio/mpeg
01-23 17:37:40.053  3660  3940 D CactusPlayer: title is alejate mime is audio/mpeg
01-23 17:37:40.053  3660  3940 D CactusPlayer: title is All Rise mime is audio/mpeg
01-23 17:37:40.080  3660  3940 D CactusPlayer: title is test mime is video/mp4
01-23 17:37:40.097  3660  3940 D CactusPlayer: title is RARBG.COM - Deadpool.2016.1080p.BluRay.REMUX.AVC.DTS-HD.MA.7.1-RARBG mime is video/x-matroska
01-23 17:37:40.149  3660  3660 D CactusPlayer: onPrepareOptionsMenu 
01-23 17:37:40.154  1734  1756 V SocketListener: mListen=0, max=11, mSocketName=(null)
01-23 17:37:40.154  1806  1883 V NetworkPolicy: 10006 state changed to 14 with seq=0
01-23 17:37:40.154  1806  1883 V NetworkPolicy: updateRuleForRestrictBackgroundUL(10006): isForeground=false, isBlacklisted=false, isWhitelisted=true, isRestrictedByAdmin=false, oldRule=1 (ALLOW_METERED), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=1 (ALLOW_METERED)
01-23 17:37:40.154  1806  1883 V NetworkPolicy: setMeteredNetworkWhitelist 10006: true
01-23 17:37:40.156  1806  1883 D NetworkManagement: oldRule = 0, newRule=0 for uid=10006 on chain 2
01-23 17:37:40.156  1806  1883 D NetworkManagement: !!!!! Skipping change
01-23 17:37:40.156  1806  1883 V NetworkPolicy: Firewall rule changed: 10006-standby-default
01-23 17:37:40.157  1806  1883 V NetworkPolicy: updateRulesForPowerRestrictionsUL(10006), isIdle: false, mRestrictPower: false, mDeviceIdleMode: false, isForeground=false, isWhitelisted=true, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-23 17:37:40.157  1651  1679 V SocketListener: mListen=1, max=39, mSocketName=fwmarkd
01-23 17:37:40.157  1651  1679 E TrafficController: Failed to delete the counterSet: Function not implemented
01-23 17:37:40.158  1651  1679 V SocketListener: going to zap 39 for fwmarkd
01-23 17:37:40.158  1651  1679 V SocketListener: mListen=1, max=31, mSocketName=fwmarkd
01-23 17:37:40.207  2089  2089 D StatusBar: setSystemUiVisibility vis=8 mask=ffffffff oldVal=8008 newVal=8 diff=8000
01-23 17:37:40.256  1594  1594 D SurfaceFlinger: duplicate layer name: changing Surface(name=c2c9860 Scanning)/@0x84c0a51 - animation-leash to Surface(name=c2c9860 Scanning)/@0x84c0a51 - animation-leash#1
01-23 17:37:40.280  1594  1594 D SurfaceFlinger: duplicate layer name: changing Surface(name=Dim Layer for - Task=34)/@0x2830bb7 - animation-leash to Surface(name=Dim Layer for - Task=34)/@0x2830bb7 - animation-leash#1
01-23 17:37:40.317  1806  1829 I ActivityManager: Displayed com.freescale.cactusplayer/.VideoMenu: +380ms
01-23 17:37:40.352  1734  1756 V SocketListener: mListen=0, max=11, mSocketName=(null)
01-23 17:37:40.565  1594  1697 W SurfaceFlinger: Attempting to set client state on removed layer: Scanning#0
01-23 17:37:40.565  1594  1697 W SurfaceFlinger: Attempting to set client state on removed layer: Dim Layer for - Task=34#0
01-23 17:37:40.565  1594  1697 W SurfaceFlinger: Attempting to destroy on removed layer: Scanning#0
01-23 17:37:40.565  1594  1697 W SurfaceFlinger: Attempting to destroy on removed layer: Dim Layer for - Task=34#0
01-23 17:37:40.787  2074  2478 I CAR.AM  : onForegroundActivitiesChanged uid 10072 pid 3756 fg false
01-23 17:37:40.393  1734  1756 I chatty  : uid=1066 statsd.writer identical 1 line
01-23 17:37:40.785  1734  1756 V SocketListener: mListen=0, max=11, mSocketName=(null)
01-23 17:37:40.788  1806  1883 V NetworkPolicy: 10072 state changed to 18 with seq=0
01-23 17:37:40.788  1806  1883 D NetworkPolicy: no need to update restrict data rules for uid 10072
01-23 17:37:40.788  1806  1883 D NetworkPolicy: no need to update restrict power rules for uid 10072
01-23 17:37:40.788  1651  1679 V SocketListener: mListen=1, max=39, mSocketName=fwmarkd
01-23 17:37:40.789  1651  1679 E TrafficController: Failed to delete the counterSet: Function not implemented
01-23 17:37:40.789  1651  1679 V SocketListener: going to zap 39 for fwmarkd
01-23 17:37:40.789  1651  1679 V SocketListener: mListen=1, max=31, mSocketName=fwmarkd
01-23 17:37:40.791  1594  1594 W SurfaceFlinger: couldn't log to binary event log: overflow.
01-23 17:37:41.340  1806  3225 D NetworkMonitor/NetworkAgentInfo [MOBILE (LTE) - 100]: handleMessage: E msg.what=532486
01-23 17:37:41.340  1806  3225 D NetworkMonitor/NetworkAgentInfo [MOBILE (LTE) - 100]: processMsg: EvaluatingState
01-23 17:37:41.345  1651  1675 V SocketListener: mListen=1, max=39, mSocketName=dnsproxyd
01-23 17:37:41.347  1651  1675 V SocketListener: mListen=1, max=39, mSocketName=dnsproxyd
01-23 17:37:41.348  1651  1675 V SocketListener: mListen=1, max=41, mSocketName=dnsproxyd
01-23 17:37:41.348  1651  1675 V SocketListener: going to zap 39 for dnsproxyd
01-23 17:37:41.348  1651  1675 V SocketListener: mListen=1, max=41, mSocketName=dnsproxyd
01-23 17:37:41.349  1806  3941 D NetworkMonitor/NetworkAgentInfo [MOBILE (LTE) - 100]: PROBE_DNS www.google.com 5ms FAIL
01-23 17:37:41.349  1651  1675 V SocketListener: mListen=1, max=41, mSocketName=dnsproxyd
01-23 17:37:41.350  1651  1675 V SocketListener: going to zap 41 for dnsproxyd
01-23 17:37:41.350  1806  3941 D IpConnectivityMetrics: logEvent: ConnectivityMetricsEvent(17:37:41.349, netId=100, CELLULAR): ValidationProbeEvent(PROBE_DNS:0 FIRST_VALIDATION, 5ms)
01-23 17:37:41.350  1651  1675 V SocketListener: mListen=1, max=25, mSocketName=dnsproxyd
01-23 17:37:41.351  1806  3942 D NetworkMonitor/NetworkAgentInfo [MOBILE (LTE) - 100]: PROBE_DNS connectivitycheck.gstatic.com 3ms FAIL
01-23 17:37:41.352  1806  3942 D IpConnectivityMetrics: logEvent: ConnectivityMetricsEvent(17:37:41.352, netId=100, CELLULAR): ValidationProbeEvent(PROBE_DNS:0 FIRST_VALIDATION, 3ms)
01-23 17:37:41.353  1651  1679 V SocketListener: mListen=1, max=39, mSocketName=fwmarkd
01-23 17:37:41.353  1651  1679 V SocketListener: going to zap 39 for fwmarkd
01-23 17:37:41.353  1651  1679 V SocketListener: mListen=1, max=40, mSocketName=fwmarkd
01-23 17:37:41.353  1651  1679 V SocketListener: going to zap 40 for fwmarkd
01-23 17:37:41.353  1651  1679 V SocketListener: mListen=1, max=31, mSocketName=fwmarkd
01-23 17:37:41.354  1651  1675 V SocketListener: mListen=1, max=39, mSocketName=dnsproxyd
01-23 17:37:41.355  1651  1675 V SocketListener: mListen=1, max=40, mSocketName=dnsproxyd
01-23 17:37:41.355  1651  1675 V SocketListener: mListen=1, max=40, mSocketName=dnsproxyd
01-23 17:37:41.357  1651  1675 V SocketListener: going to zap 39 for dnsproxyd
01-23 17:37:41.357  1651  1675 V SocketListener: mListen=1, max=40, mSocketName=dnsproxyd
01-23 17:37:41.357  1806  3942 D NetworkMonitor/NetworkAgentInfo [MOBILE (LTE) - 100]: PROBE_HTTP http://connectivitycheck.gstatic.com/generate_204 Probe failed with exception java.net.UnknownHostException: connectivitycheck.gstatic.com: TLS-bypass resolution failed
01-23 17:37:41.359  1806  3942 D IpConnectivityMetrics: logEvent: ConnectivityMetricsEvent(17:37:41.358, netId=100, CELLULAR): ValidationProbeEvent(PROBE_HTTP:599 FIRST_VALIDATION, 5ms)
01-23 17:37:41.361  1806  3941 D NetworkMonitor/NetworkAgentInfo [MOBILE (LTE) - 100]: PROBE_HTTPS https://www.google.com/generate_204 Probe failed with exception java.net.UnknownHostException: www.google.com: TLS-bypass resolution failed
01-23 17:37:41.361  1806  3941 D IpConnectivityMetrics: logEvent: ConnectivityMetricsEvent(17:37:41.361, netId=100, CELLULAR): ValidationProbeEvent(PROBE_HTTPS:599 FIRST_VALIDATION, 11ms)
01-23 17:37:41.361  1651  1675 V SocketListener: going to zap 40 for dnsproxyd
01-23 17:37:41.361  1651  1675 V SocketListener: mListen=1, max=25, mSocketName=dnsproxyd
01-23 17:37:41.362  1651  1679 V SocketListener: mListen=1, max=40, mSocketName=fwmarkd
01-23 17:37:41.362  1651  1679 V SocketListener: going to zap 40 for fwmarkd
01-23 17:37:41.362  1651  1679 V SocketListener: mListen=1, max=31, mSocketName=fwmarkd
01-23 17:37:41.364  1651  1675 V SocketListener: mListen=1, max=39, mSocketName=dnsproxyd
01-23 17:37:41.367  1651  1675 V SocketListener: mListen=1, max=39, mSocketName=dnsproxyd
01-23 17:37:41.370  1651  1675 V SocketListener: going to zap 39 for dnsproxyd
01-23 17:37:41.370  1651  1675 V SocketListener: mListen=1, max=25, mSocketName=dnsproxyd
01-23 17:37:41.371  1806  3225 D NetworkMonitor/NetworkAgentInfo [MOBILE (LTE) - 100]: PROBE_FALLBACK http://www.google.com/gen_204 Probe failed with exception java.net.UnknownHostException: www.google.com: TLS-bypass resolution failed
01-23 17:37:41.372  1806  3225 D IpConnectivityMetrics: logEvent: ConnectivityMetricsEvent(17:37:41.371, netId=100, CELLULAR): ValidationProbeEvent(PROBE_FALLBACK:599 FIRST_VALIDATION, 10ms)
01-23 17:37:41.376  1806  3225 D IpConnectivityMetrics: logEvent: ConnectivityMetricsEvent(17:37:41.372, netId=100, CELLULAR): NetworkEvent(NETWORK_VALIDATION_FAILED, 0ms)
01-23 17:37:41.376  1806  1888 D ConnectivityService: NetworkAgentInfo [MOBILE (LTE) - 100] validation failed
01-23 17:37:41.378  1806  3225 D NetworkMonitor/NetworkAgentInfo [MOBILE (LTE) - 100]: handleMessage: X
01-23 17:37:42.782  1734  1756 V SocketListener: mListen=0, max=11, mSocketName=(null)




























01-23 17:37:47.602  2074  2286 W CAR.STORAGE: [/proc/uid_io/stats] isn't exist !
01-23 17:37:42.789  1734  1756 V SocketListener: mListen=0, max=11, mSocketName=(null)
01-23 17:37:53.407  1806  3609 I ActivityManager: START u0 {dat=/storage/B4FE-5315/test.mp4 typ=video/mp4 cmp=com.freescale.cactusplayer/.VideoPlayer} from uid 10074
01-23 17:37:53.409  1806  3609 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1005 com.android.server.am.ActivityStackSupervisor.sendActivityStart:4695 com.android.server.am.ActivityStackSupervisor.isBackToPrevTask:4669 com.android.server.am.ActivityStarter.startActivityUnchecked:1235 com.android.server.am.ActivityStarter.startActivity:1201 
01-23 17:37:53.420  1734  1756 V SocketListener: mListen=0, max=11, mSocketName=(null)
01-23 17:37:53.420  1806  3609 I ActivityManager: Pause: ActivityRecord{f51cc06 u0 com.freescale.cactusplayer/.VideoMenu t34}, ActivityRecord{79ad1f2 u0 com.freescale.cactusplayer/.VideoPlayer t34}, bundle: Bundle[{triggerActivity=ComponentInfo{com.freescale.cactusplayer/com.freescale.cactusplayer.VideoPlayer}}]
01-23 17:37:53.422  1734  1756 V SocketListener: mListen=0, max=11, mSocketName=(null)
01-23 17:37:53.437  1806  1806 I MediaFocusControl: onReceive : com.autolink.activity.start, com.freescale.cactusplayer, com.freescale.cactusplayer.VideoPlayer
01-23 17:37:53.449  1806  3152 I ActivityManager: Launch: ActivityRecord{79ad1f2 u0 com.freescale.cactusplayer/.VideoPlayer t34}, ActivityRecord{f51cc06 u0 com.freescale.cactusplayer/.VideoMenu t34}, bundle: Bundle[{triggerActivity=ComponentInfo{com.freescale.cactusplayer/com.freescale.cactusplayer.VideoMenu}}]
01-23 17:37:53.461  1734  1756 V SocketListener: mListen=0, max=11, mSocketName=(null)
01-23 17:37:53.480  3660  3660 W ActivityThread: handleWindowVisibility: no activity for token android.os.BinderProxy@24a042b
01-23 17:37:53.485  3660  3660 D Cactus  : VideoPlayer: onCreate
01-23 17:37:53.486  3660  3660 I Cactus  : no need to request permission.WRITE_EXTERNAL_STORAGE
01-23 17:37:53.522  3660  3660 D Cactus  : VideoPlayer: onStart
01-23 17:37:53.527  3660  3660 D Cactus  : VideoPlayer: onResume mLastPlayState:-1
01-23 17:37:53.529  3660  3660 D Cactus  : VideoPlayer: parseIntent
01-23 17:37:53.564  3660  3660 D CactusPlayer: onMeasure mVideoW 0 mVideoH 0 widthMesaureSpec 1073743744 heightMeasureSpec 1073742400
01-23 17:37:53.568  2074  2478 I CAR.AM  : onTaskStackChanged
01-23 17:37:53.597  3660  3660 D CactusPlayer: onMeasure mVideoW 0 mVideoH 0 widthMesaureSpec 1073743744 heightMeasureSpec 1073742400
01-23 17:37:53.611  2074  2178 I CAR.AM  : New top task: TaskInfoContainer [topActivity=ComponentInfo{com.freescale.cactusplayer/com.freescale.cactusplayer.VideoPlayer}, taskId=34, stackId=4, userId=0
01-23 17:37:53.611  2074  2178 I CAR.AM  : activity launched:TaskInfoContainer [topActivity=ComponentInfo{com.freescale.cactusplayer/com.freescale.cactusplayer.VideoPlayer}, taskId=34, stackId=4, userId=0
01-23 17:37:53.642  3660  3660 D Cactus  : surfaceCreated
01-23 17:37:53.643  3660  3660 V MediaPlayerNative: constructor
01-23 17:37:53.644  3660  3660 V MediaPlayerNative: setListener
01-23 17:37:53.648  3660  3660 W MediaPlayer: Couldn't open /storage/B4FE-5315/test.mp4: java.io.FileNotFoundException: No content provider: /storage/B4FE-5315/test.mp4
01-23 17:37:53.648  3660  3660 V MediaPlayerNative: setDataSource(47, 0, 576460752303423487)
01-23 17:37:53.649  1732  1732 V MediaPlayerService: Client(6) constructor
01-23 17:37:53.649  1732  1732 V MediaPlayerService: Create new client(6) from pid 3660, uid 10074, 
01-23 17:37:53.650  1732  1732 V MediaPlayerService: setDataSource fd=7 (/storage/B4FE-5315/test.mp4), offset=0, length=576460752303423487
01-23 17:37:53.650  1732  1732 V MediaPlayerService: st_dev  = 29
01-23 17:37:53.650  1732  1732 V MediaPlayerService: st_mode = 33261
01-23 17:37:53.650  1732  1732 V MediaPlayerService: st_uid  = 0
01-23 17:37:53.650  1732  1732 V MediaPlayerService: st_gid  = 9997
01-23 17:37:53.650  1732  1732 V MediaPlayerService: st_size = 8075523
01-23 17:37:53.650  1732  1732 V MediaPlayerService: calculated length = 8075523
01-23 17:37:53.650  1732  1732 V MediaPlayerService: player type = 4
01-23 17:37:53.650  1732  1732 D NuPlayerDriver: NuPlayerDriver(0xe7c9eb80) created, clientPid(3660)
01-23 17:37:53.656  1732  1732 V AudioSink: AudioOutput(57)
01-23 17:37:53.656  1732  1732 V NuPlayerDriver: setDataSource(0xe7c9eb80) file(7)
01-23 17:37:53.657  1732  1732 V NuPlayer: setDataSourceAsync fd 7/0/8075523 source: 0xe7872900
01-23 17:37:53.657  1732  3950 V NuPlayer: kWhatSetAudioSink
01-23 17:37:53.657  1732  3950 V NuPlayer: kWhatSetDataSource
01-23 17:37:53.657  1732  1732 V MediaPlayerService:  setDataSource
01-23 17:37:53.657  3660  3660 V MediaPlayerNative: setVideoSurfaceTexture
01-23 17:37:53.658  1732  1732 V MediaPlayerService: [6] setVideoSurfaceTexture(0xe7cea3c0)
01-23 17:37:53.658  1732  1732 D SurfaceUtils: connecting to surface 0xe7cb0808, reason setVideoSurfaceTexture
01-23 17:37:53.658  1732  1732 V NuPlayerDriver: setVideoSurfaceTexture(0xe7c9eb80)
01-23 17:37:53.659  1732  3950 D NuPlayer: onSetVideoSurface(0xe7cb0000, no video decoder)
01-23 17:37:53.659  1732  3950 V NuPlayer: performSetSurface
01-23 17:37:53.659  1732  3950 V NuPlayerDriver: notifySetSurfaceComplete(0xe7c9eb80)
01-23 17:37:53.659  3660  3660 W MediaPlayer: Use of stream types is deprecated for operations other than volume control
01-23 17:37:53.659  3660  3660 W MediaPlayer: See the documentation of setAudioStreamType() for what to use instead with android.media.AudioAttributes to qualify your playback use case
01-23 17:37:53.660  3660  3660 V MediaPlayerNative: MediaPlayer::setVolume(1.000000, 1.000000)
01-23 17:37:53.660  1732  1732 V MediaPlayerService: [6] setVolume(1.000000, 1.000000)
01-23 17:37:53.660  1732  1732 V AudioSink: setVolume(1.000000, 1.000000)
01-23 17:37:53.660  3660  3660 V MediaPlayerNative: MediaPlayer::setAuxEffectSendLevel(0.000000)
01-23 17:37:53.661  1732  1732 V MediaPlayerService: [6] setAuxEffectSendLevel(0.000000)
01-23 17:37:53.661  1732  1732 V AudioSink: setAuxEffectSendLevel(0.000000)
01-23 17:37:53.661  3660  3660 V MediaPlayerNative: MediaPlayer::setAudioStreamType
01-23 17:37:53.661  3660  3660 W Cactus  : Url is /storage/B4FE-5315/test.mp4
01-23 17:37:53.662  3660  3660 V MediaPlayerNative: setVideoSurfaceTexture
01-23 17:37:53.662  1732  1732 V MediaPlayerService: [6] setVideoSurfaceTexture(0xe961ce20)
01-23 17:37:53.663  3660  3660 V MediaPlayerNative: prepareAsync
01-23 17:37:53.663  1732  1732 V MediaPlayerService: [6] setAudioStreamType(3)
01-23 17:37:53.663  1732  1732 V MediaPlayerService: [6] prepareAsync
01-23 17:37:53.663  1732  1732 V NuPlayerDriver: prepareAsync(0xe7c9eb80)
01-23 17:37:53.663  1732  1732 V NuPlayer: prepareAsync
01-23 17:37:53.663  1732  3950 V NuPlayer: onMessageReceived kWhatPrepare
01-23 17:37:53.663  3660  3660 D Cactus  : surfaceChanged: parameter w/h 1920/576 mSurfaceW/H 0/0,mPlayState: 0 mTargetState: -1
01-23 17:37:53.665  1732  3951 D GenericSource: FileSource remote
01-23 17:37:53.668  1729  3866 I FslExtractor: FslExtractor Sniff
01-23 17:37:53.668  1729  3866 I FslInspector: TryMp4Type SUCCESS
01-23 17:37:53.668  1729  3866 I FslExtractor: FslExtractor Sniff mimeType video/mp4, confidence 0.350000
01-23 17:37:53.668  1729  3866 D FslExtractor: FslExtractor::FslExtractor mime=video/mp4
01-23 17:37:53.668  1729  3866 D FslExtractor: FslExtractor::Init BEGIN
01-23 17:37:53.668  1729  3866 D FslExtractor: GetLibraryName lib_mp4_parser_arm11_elinux.3.0.so
01-23 17:37:53.669  3660  3660 D Cactus  : ==========onCreateOptionsMenu 
01-23 17:37:53.670  3660  3660 D Cactus  : ==========onPrepareOptionsMenu 
01-23 17:37:53.670  1729  3866 D FslExtractor: load parser name lib_mp4_parser_arm11_elinux.3.0.so
01-23 17:37:53.670  1729  3866 D FslExtractor: FslExtractor::CreateParserInterface success
01-23 17:37:53.670  1729  3866 I FslExtractor: Core parser MPEG4PARSER_06.14.03  build on Sep 28 2018 17:33:31 
01-23 17:37:53.672  1729  3866 D FslExtractor: createParser2 flag=5c,err=0
01-23 17:37:53.672  1729  3866 I FslExtractor: mReadMode=1,mNumTracks=2
01-23 17:37:53.672  1729  3866 I FslExtractor: bSeekable 1
01-23 17:37:53.672  1729  3866 I FslExtractor: FslParser kKeyDate=20181207T094844.000Z
01-23 17:37:53.672  1729  3866 D FslExtractor: FslExtractor::ParseMediaFormat BEGIN
01-23 17:37:53.672  1729  3866 D FslExtractor: ParseAudio index=0,type=6,subtype=2
01-23 17:37:53.672  1729  3866 I FslExtractor: audio track 0, lanuage: und
01-23 17:37:53.672  1729  3866 I FslExtractor: audio codec data size=2
01-23 17:37:53.672  1729  3866 I FslExtractor: add esds metadata for aac audio size=2
